
7.8, 9.4, 13.0, 7.4, 0.9, 0.936, 0.886, 1.822, 0.936, 0.886, 1.822
7.9, 9.4, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.936, 0.886, 1.822
8.0, 9.4, 13.0, 7.4, 0.9, 0.902, 0.848, 1.75, 0.936, 0.886, 1.822
8.1, 9.4, 13.0, 7.4, 0.9, 0.928, 0.9, 1.828, 0.928, 0.9, 1.828
7.8, 9.4, 13.0, 7.4, 0.9, 0.936, 0.886, 1.822, 0.936, 0.886, 1.822
7.6000000000000005, 9.4, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.936, 0.886, 1.822
7.9, 9.4, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.936, 0.886, 1.822
7.5, 9.4, 13.0, 7.4, 0.9, 0.924, 0.9, 1.824, 0.924, 0.9, 1.824
8.0, 9.4, 13.0, 7.4, 0.9, 0.902, 0.848, 1.75, 0.924, 0.9, 1.824
7.4, 9.4, 13.0, 7.4, 0.9, 0.904, 0.852, 1.756, 0.924, 0.9, 1.824
8.1, 9.4, 13.0, 7.4, 0.9, 0.928, 0.9, 1.828, 0.928, 0.9, 1.828
7.3, 9.4, 13.0, 7.4, 0.9, 0.9, 0.89, 1.79, 0.928, 0.9, 1.828
8.2, 9.4, 13.0, 7.4, 0.9, 0.936, 0.884, 1.82, 0.928, 0.9, 1.828
7.2, 9.4, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.928, 0.9, 1.828
8.3, 9.4, 13.0, 7.4, 0.9, 0.9, 0.888, 1.788, 0.928, 0.9, 1.828
7.1000000000000005, 9.4, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.928, 0.9, 1.828
8.4, 9.4, 13.0, 7.4, 0.9, 0.936, 0.886, 1.822, 0.928, 0.9, 1.828
7.0, 9.4, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.928, 0.9, 1.828
8.5, 9.4, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.928, 0.9, 1.828
6.9, 9.4, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.928, 0.9, 1.828
8.6, 9.4, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.928, 0.9, 1.828
6.800000000000001, 9.4, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.928, 0.9, 1.828
8.7, 9.4, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.928, 0.9, 1.828
6.7, 9.4, 13.0, 7.4, 0.9, 0.904, 0.848, 1.752, 0.928, 0.9, 1.828
7.7, 9.5, 13.0, 7.4, 0.9, 0.93, 0.886, 1.816, 0.928, 0.9, 1.828
7.8, 9.5, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.928, 0.9, 1.828
7.6000000000000005, 9.5, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.928, 0.9, 1.828
7.9, 9.5, 13.0, 7.4, 0.9, 0.932, 0.886, 1.818, 0.928, 0.9, 1.828
7.5, 9.5, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.928, 0.9, 1.828
8.0, 9.5, 13.0, 7.4, 0.9, 0.926, 0.9, 1.826, 0.928, 0.9, 1.828
7.4, 9.5, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.928, 0.9, 1.828
8.1, 9.5, 13.0, 7.4, 0.9, 0.936, 0.886, 1.822, 0.928, 0.9, 1.828
7.3, 9.5, 13.0, 7.4, 0.9, 0.936, 0.886, 1.822, 0.928, 0.9, 1.828
8.2, 9.5, 13.0, 7.4, 0.9, 0.932, 0.886, 1.818, 0.928, 0.9, 1.828
7.2, 9.5, 13.0, 7.4, 0.9, 0.904, 0.848, 1.752, 0.928, 0.9, 1.828
8.3, 9.5, 13.0, 7.4, 0.9, 0.94, 0.904, 1.8439999999999999, 0.94, 0.904, 1.8439999999999999
7.1000000000000005, 9.5, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
8.4, 9.5, 13.0, 7.4, 0.9, 0.9, 0.888, 1.788, 0.94, 0.904, 1.8439999999999999
7.0, 9.5, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
8.5, 9.5, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
6.9, 9.5, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
8.6, 9.5, 13.0, 7.4, 0.9, 0.904, 0.848, 1.752, 0.94, 0.904, 1.8439999999999999
6.800000000000001, 9.5, 13.0, 7.4, 0.9, 0.904, 0.848, 1.752, 0.94, 0.904, 1.8439999999999999
8.7, 9.5, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
6.7, 9.5, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
7.7, 9.3, 13.0, 7.4, 0.9, 0.928, 0.878, 1.806, 0.94, 0.904, 1.8439999999999999
7.8, 9.3, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
7.6000000000000005, 9.3, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
7.9, 9.3, 13.0, 7.4, 0.9, 0.936, 0.888, 1.824, 0.94, 0.904, 1.8439999999999999
7.5, 9.3, 13.0, 7.4, 0.9, 0.904, 0.852, 1.756, 0.94, 0.904, 1.8439999999999999
8.0, 9.3, 13.0, 7.4, 0.9, 0.9, 0.888, 1.788, 0.94, 0.904, 1.8439999999999999
7.4, 9.3, 13.0, 7.4, 0.9, 0.902, 0.852, 1.754, 0.94, 0.904, 1.8439999999999999
8.1, 9.3, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
7.3, 9.3, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.2, 9.3, 13.0, 7.4, 0.9, 0.938, 0.884, 1.822, 0.94, 0.904, 1.8439999999999999
7.2, 9.3, 13.0, 7.4, 0.9, 0.924, 0.9, 1.824, 0.94, 0.904, 1.8439999999999999
8.3, 9.3, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.1000000000000005, 9.3, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.4, 9.3, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
7.0, 9.3, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.5, 9.3, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
6.9, 9.3, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.6, 9.3, 13.0, 7.4, 0.9, 0.902, 0.89, 1.792, 0.94, 0.904, 1.8439999999999999
6.800000000000001, 9.3, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.7, 9.3, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
6.7, 9.3, 13.0, 7.4, 0.9, 0.904, 0.85, 1.754, 0.94, 0.904, 1.8439999999999999
7.7, 9.6, 13.0, 7.4, 0.9, 0.902, 0.848, 1.75, 0.94, 0.904, 1.8439999999999999
7.8, 9.6, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.6000000000000005, 9.6, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
7.9, 9.6, 13.0, 7.4, 0.9, 0.93, 0.884, 1.814, 0.94, 0.904, 1.8439999999999999
7.5, 9.6, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.0, 9.6, 13.0, 7.4, 0.9, 0.912, 0.86, 1.772, 0.94, 0.904, 1.8439999999999999
7.4, 9.6, 13.0, 7.4, 0.9, 0.934, 0.884, 1.818, 0.94, 0.904, 1.8439999999999999
8.1, 9.6, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.3, 9.6, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.2, 9.6, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
7.2, 9.6, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.3, 9.6, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
7.1000000000000005, 9.6, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.4, 9.6, 13.0, 7.4, 0.9, 0.906, 0.85, 1.756, 0.94, 0.904, 1.8439999999999999
7.0, 9.6, 13.0, 7.4, 0.9, 0.91, 0.894, 1.804, 0.94, 0.904, 1.8439999999999999
8.5, 9.6, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
6.9, 9.6, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.6, 9.6, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
6.800000000000001, 9.6, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.7, 9.6, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
6.7, 9.6, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
7.7, 9.200000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
7.8, 9.200000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.6000000000000005, 9.200000000000001, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
7.9, 9.200000000000001, 13.0, 7.4, 0.9, 0.924, 0.904, 1.828, 0.94, 0.904, 1.8439999999999999
7.5, 9.200000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.0, 9.200000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.4, 9.200000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.1, 9.200000000000001, 13.0, 7.4, 0.9, 0.9, 0.888, 1.788, 0.94, 0.904, 1.8439999999999999
7.3, 9.200000000000001, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
8.2, 9.200000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.2, 9.200000000000001, 13.0, 7.4, 0.9, 0.902, 0.852, 1.754, 0.94, 0.904, 1.8439999999999999
8.3, 9.200000000000001, 13.0, 7.4, 0.9, 0.938, 0.886, 1.8239999999999998, 0.94, 0.904, 1.8439999999999999
7.1000000000000005, 9.200000000000001, 13.0, 7.4, 0.9, 0.902, 0.852, 1.754, 0.94, 0.904, 1.8439999999999999
8.4, 9.200000000000001, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
7.0, 9.200000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.5, 9.200000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
6.9, 9.200000000000001, 13.0, 7.4, 0.9, 0.904, 0.852, 1.756, 0.94, 0.904, 1.8439999999999999
8.6, 9.200000000000001, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
6.800000000000001, 9.200000000000001, 13.0, 7.4, 0.9, 0.904, 0.852, 1.756, 0.94, 0.904, 1.8439999999999999
8.7, 9.200000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
6.7, 9.200000000000001, 13.0, 7.4, 0.9, 0.898, 0.886, 1.784, 0.94, 0.904, 1.8439999999999999
7.7, 9.700000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
7.8, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.6000000000000005, 9.700000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
7.9, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.5, 9.700000000000001, 13.0, 7.4, 0.9, 0.932, 0.884, 1.816, 0.94, 0.904, 1.8439999999999999
8.0, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.4, 9.700000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.1, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.3, 9.700000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.2, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.2, 9.700000000000001, 13.0, 7.4, 0.9, 0.898, 0.888, 1.786, 0.94, 0.904, 1.8439999999999999
8.3, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.886, 1.82, 0.94, 0.904, 1.8439999999999999
7.1000000000000005, 9.700000000000001, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
8.4, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
7.0, 9.700000000000001, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
8.5, 9.700000000000001, 13.0, 7.4, 0.9, 0.934, 0.888, 1.822, 0.94, 0.904, 1.8439999999999999
6.9, 9.700000000000001, 13.0, 7.4, 0.9, 0.902, 0.85, 1.752, 0.94, 0.904, 1.8439999999999999
